name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description,logo_url
Buffalo Niagara Concrete,https://www.buffaloniagaraconcrete.com/,ChIJfTbii-pt04kR3CPWy6bF4L4,Buffalo,NY,ok,(716) 201-0098,,,Call for a Free Concrete Estimate Today!,"Sheridan Dr Tonawanda, NY","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""facebook"": ""https://www.facebook.com/BuffaloNiagaraConcrete"", ""instagram"": ""https://www.instagram.com/buffalo_niagara_concrete""}",True,True,"Buffalo Niagara Concrete, Inc.",,https://www.buffaloniagaraconcrete.com/templates/custom/buffaloniagaraconcrete/images/Buffalo-Niagara-Concrete-Logo.png
Pittsburgh Garage,http://www.pittsburghgarage.com/,ChIJVeD2UdPFNIgR1ft7ETgAkY4,Pittsburgh,PA,ok,(724) 302-0661,,commercial; polyaspartic; polyurea; residential,"Commercial Flooring; Flooring; Garage Flooring; Garage Flooring and Garage StorageIN PITTSBURGH, PA; Ideal because it is 4x stronger than traditional epoxy; Indestructible Garage Flooring; Luxury Garage Floor & Organization; Stop Winter Garage Chaos.Durable Floors. Smart Storage.","Export, PA; Garage Storage IN PITTSBURGH, PA; Pittsburgh, PA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/pittsburghgarage"", ""instagram"": ""https://www.instagram.com/pittsburgh_garage"", ""youtube"": ""https://www.youtube.com/channel/UCF64iaPI5E33-cJgnibBjtA/videos""}",True,False,"Pittsburgh Garage | Garage Flooring & Storage | Pittsburgh, PA","Pittsburgh Garage is the original garage floor and garage storage company in Pittsburgh, PA. Contact us for a Free estimate today!",https://pittsburghgarage.com/wp-content/uploads/new-small-pgh.png
"Crytzers Epoxy Floors & More, LLC",http://www.crytzersepoxyfloors.com/,ChIJwVV5XKuy3q8RNd_lfZPWqo4,Pittsburgh,PA,ok,(412) 445-4111,,commercial; epoxy_flake; metallic_epoxy; polyaspartic; polyurea; pool_deck; residential,Commercial Flooring; Epoxy Flooring is growing in popularity.; Floor Patterns; Need Epoxy Flooring Services?; Polyurea Polyaspartic Coatings; Residential Flooring; ServicesExpandCommercial FlooringResidential Flooring; The Only Epoxy Flooring Experts You Need; Why People are Choosing us for Their Epoxy Floors; Why People are Choosing us for Their Epoxy floors; let Us transform your Flooring Space!,"Evan K. Oakmont, PA; Ryan D. Elizabeth, PA; Tom M Midway, PA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},False,False,Crytzers Epoxy Floors – Epoxy Floors,,https://crytzersepoxyfloors.com/wp-content/uploads/2023/11/logo.png
Garage Force of Pittsburgh North,https://pittsburghnorth.garageforce.com/,ChIJMUVkJPS9NIgRTns2NWloZJU,Pittsburgh,PA,ok,(878) 302-7799,,concrete_stain; polyurea; pool_deck; residential,Floor Coating Systems; Our Floor Coating,"Finnin Rd New Kensington, PA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/Garage-Force-of-Pittsburgh-North-104762858325708""}",False,True,Welcome to Garage Force of Pittsburgh North | Concrete Coating Solutions,Garage Force offers the finest concrete coating solutions for your Pittsburgh North Area garage and other flooring. Our systems are 20 times stronger than epoxy! Call today and receive your free estimate!,https://pittsburghnorth.garageforce.com/wp-content/uploads/sites/91/2024/04/garage-force-logo.png
Penn Ohio Concrete Coatings and Power Washing,http://www.pennohiocc.com/,ChIJwacCBVzBM4gR2wVD0bbE9KI,Pittsburgh,PA,ok,(724) 315-5950,,commercial; residential,"Concrete Sealing; Epoxy Coatings; Erie, PA Epoxy Flooring; Grove City, PA Epoxy; Hermitage Epoxy Flooring; Mercer, PA Epoxy Floors","Epoxy Flooring Grove City, PA; Epoxy Flooring Mercer, PA; Erie, PA; Get a Free Estimate Erie, PA; Grove City, PA; Hermitage, PA; Neshannock, PA; Pittsburgh, PA; Tech Get a Free Estimate Erie, PA; Wexford, PA; Youngstown, OH","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/2104286559699151"", ""instagram"": ""https://www.instagram.com/po_concretecoatings""}",False,True,Penn Ohio Concrete Coatings | Epoxy Flooring Solutions,,"http://img1.wsimg.com/isteam/ip/ba935e6a-b99e-4a57-b382-62aa141d6582/logo.png/:/rs=h:104,cg:true,m/qt=q:95"
Herrmann Construction Company,https://hccpgh.net/?utm_source=GoogleBusinessProfile&utm_medium=organic,ChIJVVXpNh76NIgRGsdnMZ334po,Pittsburgh,PA,ok,(412) 892-9006,,pool_deck,Concrete Driveway Installations; Concrete Finishing Options; Concrete Patio Installations; Concrete Sealing Services; Concrete Stamps; Concrete Stamps Available; Concrete Steps and Walkways; Epoxy Floors; FREECONCRETE SEALER; Our Concrete Pricing; Stamped Concrete Installation,"Clinton, PA; Concrete Pool Deck at McMurray, PA; Construction Pittsburgh, PA; McMurray, PA; Millers Run Rd Bridgeville, PA; Millers Run Road Bridgeville, PA; OUR WORK ALL OVER PITTSBURGH, PA; Our Work All Over Pittsburgh, PA; Pittsburgh, PA; Proudly Serving Pittsburgh, PA; SATISFACTION GUARANTEE FREE, NO; SERVICE AREA Pittsburgh, PA; SERVING PITTSBURGH, PA; Swimming Pool in Clinton, PA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 25}","{""youtube"": ""https://www.youtube.com/watch?v=UKZ3L_vPXu4&t=2s&ab_channel=HerrmannConstructionCompany"", ""instagram"": ""https://www.instagram.com/herrmannconstructionco/"", ""facebook"": ""https://facebook.com/389218604774612""}",True,False,Pittsburgh Concrete Services: Transform Your Space  -,Learn why you should hire professionals for Pittsburgh concrete services. Experience top quality and craftsmanship with our team.,https://hccpgh.net/wp-content/uploads/al_opt_content/IMAGE/hccpgh.net/wp-content/uploads/2025/02/HERRMANNLOGO@3x.png?bv_host=hccpgh.net&bv-resized-infos=bv_resized_mobile%3A480%2A135%3Bbv_resized_ipad%3A820%2A231%3Bbv_resized_desktop%3A1000%2A282
JB Concrete Enterprises LLC,https://www.jbconcreteenterprises.com/,ChIJKw5Xo9A1NEgRhc0AW0geljM,Pittsburgh,PA,ok,(412) 206-6292; (412) 855-3794,,concrete_repair; pool_deck,Commercial Concrete Services; Concrete Services; Decorative Concrete; JB Concrete Enterprises LLC; Residential Concrete Services,"Bethel Park, PA; Carnegie, PA; Concrete Contractor Bethel Park, PA; Concrete Services Pittsburgh, PA; Contractors Pittsburgh, PA; Excavation Services Pittsburgh, PA; Keyword in City, ST; LLC Serving Area Pittsburgh, PA; LLC Serving the Pittsburgh, PA; Pittsburgh, PA; Us Proudly Serving Pittsburgh, PA; Video SERVING AREA Pittsburgh, PA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://facebook.com/107803345379924""}",True,True,"Concrete Contractor Bethel Park, PA | Carnegie, PA","Looking for a concrete contractor in Bethel Park, PA? JB Concrete Enterprises offers quality concrete services with a 1-year warranty. Contact us to learn more!",https://le-cdn.hibuwebsites.com/791b2f4be9304230be69c45aabec1e74/dms3rep/multi/opt/jb-concrete-enterprises-llc-logo-1920w.png
"Advanced Prep-Coat, Inc.",https://www.advancedprepcoat.com/,ChIJQVBB9joE5IkRCZ0mV34-xUY,Worcester,MA,ok,(800) 230-2937,,concrete_polish,Automotive Shop Floor Coating; Floor Restoration; Resinous FloorsFloor Restoration; Sandblasting & Coatings,"Woodstock, CT","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}",{},False,False,"Industrial Sandblasting & Floor Coatings | Advanced Prep-Coat, Inc.","New England's Advanced Prep-Coat provides Industrial Sandblasting, rust removal, surface preparation and Floor Coatings for a wide variety of industries.",https://www.advancedprepcoat.com/images/advanced_prep_coat_logo.png
Kaloutas,http://www.kaloutas.com/,ChIJ6dWU730G5IkRvRWXMN9wXEI,Worcester,MA,ok,(978) 532-1414,,commercial; concrete_polish,Epoxy Flooring; Epoxy Flooring Solutions for New England Facilities; Fire Resistive & Intumescent Paint Coatings Services; Fire Retar­dant&Intu­mes­cent Paint Coatings; Industrial Flooring; What Are Intu­mes­cent Paint Coatings?,"Auburn, MA; Gorham, ME; Newington, NH; North Andover, MA; Peabody, MA; Plainville, CT; Portland, ME; Portsmouth, NH; Providence, RI; Sean Fahy President, CM; Stoughton, MA; Tom Dube Vice President, JM; Wellesley, MA; Worcester, MA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""facebook"": ""https://www.facebook.com/Kaloutas-Painting-219725041434479/"", ""linkedin"": ""https://www.linkedin.com/company/kaloutas-painting/"", ""instagram"": ""https://www.instagram.com/kaloutas88/"", ""youtube"": ""https://www.youtube.com/channel/UCCKpJKrfRRSWfZdELSRy8jA""}",False,True,"Flooring, Fireproofing, and Painting Services in Boston | Kaloutas","Kaloutas provides commercial painting, flooring, and maintenance painting services that include complete interior and exterior throughout the Northeast…",http://www.kaloutas.com/img/kaloutas-rev525.jpg
Concrete Evolutions Co.,http://worcesterconcretesolutions.com/,ChIJ0RcHWcoH5IkR3EzfZAWNVo4,Worcester,MA,ok,(508) 796-8613,,concrete_repair; concrete_stain; pool_deck; residential,"Concrete Flatwork; Concrete Foundations; Concrete Installation; Concrete Patios; Concrete Repair; Concrete Repair Across Worcester and Nearby MA Communities; Concrete Repair in Worcester, MA; Concrete Retaining Walls; Concrete Sidewalks; Concrete Staining; Decorative Concrete; Our Concrete Repair Process in Worcester; Stamped Concrete","Auburn, MA; Back to Home Serving Worcester, MA; Co. Services inn Worcester, MA; Co. is proud to serve Worcester, MA; Co. proudly serves Worcester, MA; Concrete Flatwork in Worcester, MA; Concrete Patios in Worcester, MA; Concrete Repair in Worcester, MA; Concrete Sidewalks in Worcester, MA; Concrete Staining in Worcester, MA; Contractor in Worcester, MA; Evolutions Co. Worcester, MA; Foundations in Worcester, MA; Grafton, MA; Holden, MA; In Worcester, MA; Installation in Worcester, MA; Retaining Walls in Worcester, MA; Service Areas Worcester, MA; Services in Worcester, MA; Shrewsbury, MA; Stamped Concrete in Worcester, MA; Westborough, MA; Worcester, MA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""facebook"": ""https://www.facebook.com/concreteevolutionsco"", ""linkedin"": ""https://www.linkedin.com/company/concrete-evolutions-co/""}",False,False,"Concrete Evolutions Co. | Concrete Contractor in Worcester, MA","Concrete Evolutions Co. provides professional concrete contractor services in Worcester, MA. Call 508-796-8613 for a free estimate.",https://i.ibb.co/gzqBh45/Concrete-Evolutions-Co.jpg
Granite State Epoxy,http://www.granitestateepoxy.com/,ChIJ_VhzOtRN4okRfArEmMUinZA,Manchester,NH,ok,(603) 232-0117; (320) 232-0117,,commercial; epoxy_flake; metallic_epoxy; polyaspartic; polyurea; residential,"1000+ Floors Installed; Basement & Residential Coatings; Basement Epoxy Flooring; Commercial Epoxy Coatings; Commercial Epoxy Flooring; Custom Epoxy Designs; Epoxy; Epoxy Floor Maintenance; Epoxy Floor Repair; Epoxy Flooring
Solutions for Every Space; Epoxy Resin Flooring; Flake Epoxy Floor Coatings; Garage Floor Epoxy; Industrial Epoxy Flooring; Marble Epoxy Floor; Metallic Epoxy; Metallic Epoxy Floors; Polyaspartic Floor Coatings; Polyurea Floor Coatings; PremiumEpoxyFlooring for Garages & Commercial Spaces; Quartz Flooring; Ready to Transform Your Floor to Epoxy?; Residential Epoxy Flooring; Restaurant Epoxy Flooring; Retail Epoxy Flooring; Rubber Epoxy Systems; Seamless Stone Flooring; See Why Clients Love Granite State Epoxy; Unmatched Epoxy Craftsmanship.
Lasting Quality.; Urethane Polymer Concrete; Urethane Polymer Flooring; Visualize Your Floor Before We Install It; Why Homeowners and Businesses Trust Granite State Epoxy","Bedford, NH; Concord, NH; Epoxy Flooring Manchester, NH; Hooksett, NH; Nashua, NH","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 14}","{""facebook"": ""https://www.facebook.com/GraniteStateEpoxy1/#"", ""instagram"": ""https://www.instagram.com/granitestateepoxy"", ""youtube"": ""https://www.youtube.com/channel/UC0M-MzDd08P4FxL9Erd6cnw""}",True,True,"Epoxy Flooring Manchester, NH | Commercial & Residential","Dreaming of new epoxy floors with durable concrete coatings? Reach us at 603-232-0117 for Granite State Epoxy's stylish solutions in garages, kitchens, and pool decks. Get A Free Instant Quote Right Now! Over 10 years of experience!",https://granitestateepoxy.com/wp-content/uploads/2025/11/CLOUD-10-MEDIA-GRANITE-STATE-EPOXY-LOGO-V3-EDIT-01-FINAL-BLACK-2-scaled.jpg
Minuteman Floors,https://www.minutemanfloors.com/,ChIJ816gD2RP4okRFa16BZER130,Manchester,NH,ok,(603) 782-1942,,commercial; concrete_polish; residential,Carpet Flooring; Epoxy Flooring; Floor Installation; Floor Refinishing; Floor Removal; Floor Repair; Hardwood Flooring; Hardwood Flooring Installation; In-Home Flooring Installation; Laminate Flooring; Luxury Vinyl Flooring; Old flooring removal; Polished Concrete; Subfloor Preparation; Tile Flooring; Vinyl Flooring,"Carpet Flooring in Manchester, NH; Experts in Manchester, NH; Floor Refinishing in Manchester, NH; Floor Removal in Manchester, NH; Flooring Company in Manchester, NH; Flooring Services in Manchester, NH; Goffstown, NH; Hardwood Flooring in Manchester, NH; Installation in Manchester, NH; Manchester, NH; Minuteman Floors in Manchester, NH; Services in Manchester, NH; Vinyl Flooring in Manchester, NH; Your Finger Tips in Manchester, NH","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}",{},True,True,Flooring Services Manchester NH | Minuteman Floors,"Transform your home with premium hardwood, carpet & vinyl flooring. Trusted local experts with years of experience. Free in-home consultations. Call (603) 782-1942!",https://minutemanfloors.s3.us-east-1.amazonaws.com/assets/image/LOGO.png
Northern Floor and Epoxy,https://northernfloorandepoxy.com/,ChIJjyhjPAiR4okRppRhnatOua8,Manchester,NH,ok,(603) 401-3649,,,Epoxy Flooring; Rubber Flooring; Tile Flooring; Vinyl Flooring,"Based in Greenland, NH; EPOXY Greenland, NH; Greenland, NH; NORTHERN FLOOR CO. Greenland, NH","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/Northernfloorandepoxy"", ""instagram"": ""https://www.instagram.com/northernfloorandepoxy/""}",False,False,Northern Floor & Epoxy,"Upgrade your home with expert flooring installation. Tile, hardwood, and vinyl options installed with care, quality craftsmanship, and lasting results.",https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/uyzgqhxfwrSWCAt0jukv/media/69ef3e82717d5dd4e159c63b.png
Northern Peaks Epoxy LLC,https://www.northernpeaksepoxy.com/home,ChIJx1yW0HNMQagRje2KI_AW9Ig,Manchester,NH,ok,(603) 915-3646,,polyaspartic; residential,Free Epoxy Floor Estimate,"Berlin, NH; Garages in North Conway, NH; Working... Epoxy Berlin, NH","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}",{},False,True,"Berlin, NH Epoxy","Best Berlin, NH Epoxy Service",
Lakes Region Epoxy,http://www.lakesregionepoxy.com/,ChIJH66p9VYL4okRBXswh-RPyB0,Manchester,NH,ok,(603) 393-1336; (833) 376-9964,,residential,Epoxy Coating Solutions (with 100% pure epoxy); Let us handle your flooring makeover.,"Salt, UV","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/lakesregionepoxy"", ""instagram"": ""https://www.instagram.com/lakesregionepoxy/""}",False,False,Lakes Region Epoxy | Epoxy Flooring Systems – Creating or restoring pride to our clients.,,https://lakesregionepoxy.com/wp-content/uploads/2021/02/LRE-new-logo-275x150-no-tagline.png
Spokane Surfacing Innovations,http://spokanesurfacing.com/,ChIJUyp8vhkhnlQRSweffAChDFE,Spokane,WA,ok,(509) 891-5000,,,"1 Day No Sand Hardwood Floor Refinishing in Spokane, WA; 1 Day No Sand Recoat – Spokane Hardwood Floor Refinishing; 1-Day No Sand Recoat – Spokane Hardwood Floor Refinishing; Best Hardwood Floor Finishes; Hardwood Floor Repairs; New Hardwood Floor Installation; Water Damage on Hardwood Floors","Alene, ID; Floor Refinishing in Spokane, WA; Guide If you live in Spokane, WA; Installation in Spokane, WA; Spokane, WA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": 70}","{""facebook"": ""https://www.facebook.com/SpokaneSurfacingInnovations/""}",False,True,Hardwood Floor Refinishing | Spokane WA,"Hardwood floor refinishing in Spokane, WA and Coeur d'Alene, ID. Dust-contained sanding, one-day recoats, hardwood floor repair, installation, and instant cost calculators.",https://spokanesurfacing.com/wp-content/uploads/2023/07/SSI_2023_Logo_RGB.png
AG Floor Covering,https://agfloorcovering.com/,ChIJl8_gtjf_YVMRhQm4Y2C8J-k,Spokane,WA,ok,(509) 879-8883,,commercial,"All Flooring Services; Common Questions About Flooring In Cheney; Decorative Mosaic & Pattern Flooring; Floor Restoration; Flooring Cheney Asks For Most; Hardwood Floor Installation; Hardwood Flooring In Cheney, WA; Subfloor prep and moisture management; Tell Us About Your Flooring Needs And Wants!","Airway Heights, WA; Alene, ID; Cheney, WA; Floor Installation in Spokane, WA; Floor Projects in Spokane, WA; Flooring In Airway Heights, WA; Flooring Services in Spokane, WA; Flooring in Airway Heights, WA; Floors Restoration in Spokane, WA; Hardwood Flooring In Cheney, WA; Hardwood Flooring in Cheney, WA; Hayden, ID; In Flooring in Spokane, WA; Installation in Spokane, WA; Liberty Lake, WA; Mead, WA; Nine Mile Falls, WA; Post Falls, ID; Restoration in Spokane, WA; Service Area Airway Heights, WA; Spokane Valley, WA; Spokane and Kootenai, AG; Spokane, WA; Staining in Spokane, WA; We work throughout the Spokane, WA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/profile.php?id=61577037963525""}",False,True,"Hardwood Floor Installation & Restoration in Spokane, WA | AG Floor Covering","Premium hardwood installation, restoration and custom flooring across Spokane, Coeur d'Alene and 50 miles around. Free in-home estimates.",https://agfloorcovering.com/images/logo.png
Concrete Coatings Repair & Restoration LLC,https://concretecoatingsrr.com/about-us/meet-the-team/,ChIJVVX5dB1lmFQRHvL4rULPJzw,Spokane,WA,ok,(509) 781-4594; (509) 781-4595,,concrete_repair; concrete_stain; epoxy_flake; pool_deck; residential,Acid Stain Floors; Concrete Driveway Repair; Concrete Repair; Decorative Concrete; Epoxy Flake- Custom Flakes; Epoxy Flake- Dolphin; Epoxy Flake- Independence Blue; Epoxy Flake- Marble; Epoxy Flake- Saddle Tan; Epoxy Flake- Santana; Epoxy Flake- White Granite; Garage Floor Coating; ServicesConcrete RepairCommercial Applications,"A client from Richland, WA; A client in Kennewick, WA; A client in Richland, WA; Basketball Court in Richland, WA; Classic Texture Moses Lake, WA; Classic Texture in Kennewick, WA; Clear Seal Pool Deck in Pasco, WA; Clear. Back Patio in Kennewick, WA; County Courthouse in Ephrata, WA; Custom Pool Deck in Richland, WA; Driveway Overlay in Richland, WA; Driveway Repair in Grandview, WA; Driveway Repair in Pasco, WA; Epoxy Flake Floor in Kennewick, WA; Epoxy Floor In Kennewick, WA; Epoxy Garage Floor in Yakima, WA; Epoxy Garage in Pasco, WA; Garage Floor In Moses Lake, WA; Grind and Polish in Walla Walla, WA; Kennewick, WA; Pasco, WA; Patio Resurface in Kennewick, WA; Patio in Richland, WA; Pool Resurfacing in Walla Walla, WA; Pool deck in Richland, WA; Pool deck in Selah, WA; Resurfaced Patio in Pendleton, OR; Richland, WA; Sidewalk Repair Yakima, WA; Sidewalk Repair in Moses Lake, WA; Stairway Repair in Ephrata, WA; Tan. Sidewalk Repair in Yakima, WA; Texture Driveway In Moses Lake, WA; Texture Driveway in Richland, WA; Texture Sidewalk in Kennewick, WA; This Moses Lake, WA; This client from Moses Lake, WA; Tuscan Overlay in Richland, WA; Walkway Repair in Pendleton, OR; Walla Walla, WA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/pg/SUNDEKbyConcreteCoatingsRepairAndRestoration/photos/?ref=page_internal""}",True,True,Meet The Team - Concrete Coatings Repair & Restoration,,https://concretecoatingsrr.com/wp-content/uploads/2022/01/concrete-coatings-logo-1.png
Spokane Concrete Cutting Inc,http://www.spokaneconcretecutting.com/,ChIJC94TxOEenlQRvC0qKg5kdgs,Spokane,WA,ok,(509) 489-0900,,,"PROVIDING CONCRETE CUTTING SERVICES SINCE 1983; We specialize in cutting, drilling and removing concrete.","E. Wellesley Ave. Spokane, WA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/SpokaneConcreteCuttingInc/?modal=admin_todo_tour""}",False,False,Spokane Concrete Cutting,,"http://img1.wsimg.com/isteam/ip/6cdef222-27d1-4eda-b66e-4b9600e28159/SCC_Logo%202023_page.jpg/:/rs=h:200,cg:true,m/qt=q:95"
GH Alaska LLC,https://www.ghalaska.com/,ChIJJ83i7sDfyFYRSVIWX47byfM,Anchorage,AK,ok,(907) 414-4941,,commercial; concrete_polish; epoxy_solid; polyaspartic; residential,"Commercial and Industrial Epoxy Flooring; Concrete Polishing; Epoxy Floors Done Right; Epoxy Floors done right; Epoxy Materials; Epoxy MaterialsArt Resins & Pigments; Expert Epoxy Services throughout Alaska; Professional Epoxy Flooring & Coatings in Wasilla, AK; Residential Epoxy Flooring Alaska","Alaska community, GH; BECOMING A CLIENT OR RESELLER, OR; COMPANY, OR; Coatings in Wasilla, AK; OF THE WEBSITE www.ghalaska.com, GH; Through its Services, GH; USE OF THIS WEBSITE, AS; Wasilla, AK","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 25}","{""facebook"": ""https://facebook.com/ghalaska"", ""instagram"": ""https://instagram.com/@ghalaskallc""}",False,True,Epoxy Flooring Wasilla | GH Alaska Concrete Experts,"Transform your garage, shop, or warehouse with durable epoxy flooring. GH Alaska. 30 years trusted in Palmer, Wasilla, Anchorage & AK",https://lirp.cdn-website.com/d11b7db0/dms3rep/multi/opt/GH-Alaska-LOGO--282-29-120w.png
Ceramic Pro Anchorage Elite Dealer,https://anchorageceramicpro.com/,ChIJFZDA1GWXyFYRwHqteUYatNo,Anchorage,AK,ok,(907) 229-4562,,,Ceramic Pro Coatings,"Anchorage, AK; Ceramic Pro Anchorage, AK; Tint Skip to content Anchorage, AK; Try Our Visualizer Anchorage, AK","{""licensed"": false, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://www.facebook.com/ceramicproanchorage"", ""instagram"": ""https://www.instagram.com/ceramicpro_anchorage/""}",False,False,"Ceramic Pro Anchorage, AK | PPF, Coatings & Tint","Ceramic Pro Anchorage, Alaska offers premium car protection with Window Tint, Paint Protection Film (PPF), and Ceramic Coating.",https://anchorageceramicpro.com/wp-content/uploads/2024/10/ceramic_pro_elite_dealer_anchorage_logo_black.webp
Alpine Concrete Cutting & Coring Inc,http://www.alpineconcretecutting.com/,ChIJa6eDx4iXyFYRU4M_C7qGHN0,Anchorage,AK,ok,(907) 522-2100,,,,"Ave Anchorage, AK","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 10}",{},False,True,"Alpine Concrete Cutting and Coring Inc. – Concrete Cutting, Coring, Demolition and Removal","Concrete Cutting, Coring, Demolition and Removal",http://www.alpineconcretecutting.com/wp-content/uploads/2020/02/logo-2.png
Revelation Coatings LLC,http://revelationcoating.com/,ChIJoWvzOTeXyFYR0lWP7BTKupI,Anchorage,AK,ok,(907) 215-0876,,,Expert Powder Coating Solutions,"Anchorage, AK","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/644800515384970""}",False,True,Revelation Coating,,"http://img1.wsimg.com/isteam/ip/6ba71a71-2d04-4ea1-be7c-b3404fc56534/Revelation%20coating%20jpg.jpg/:/rs=w:57,h:57,m"
Creative Floor Covering,http://creativefloorcovering.com/,ChIJjfqyGHcvlYARapBexcu6uPk,Visalia,CA,ok,(559) 697-5544,,commercial; countertops; residential,Creative Floor Covering accepts American Express; Creative Floor Covering accepts Discover; Creative Floor Covering accepts Mastercard; Creative Floor Covering accepts Synchrony; Creative Floor Covering accepts Visa; Creative Floor Covering on Facebook; Floors; Make Sure To Consider Your Flooring Installation Needs,"Dinova, CA; Dinuba, CA; Floor Covering in Visalia, CA; Hanford, CA; Porterville, CA; Reviews The Visalia, CA; Top Flooring Choice in Visalia, CA; Top Flooring Store in Visalia, CA; Tulare, CA; Visalia, CA; We proudly serve the Visalia, CA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": 50}","{""facebook"": ""https://www.facebook.com/p/Creative-Floor-Covering-100063595477393/""}",True,True,"Top Flooring Store in Visalia, CA | Creative Floor Covering","Discover premium flooring solutions at Creative Floor Covering in Visalia, CA. Explore our extensive selection of hardwood, laminate, and carpet options for every style.",https://www.roomvo.com/services/vendor/themes/836ca69ceabb4c348d36b16737834226/images/vendor_logo_square_en-us.png
"Oliver Concrete Construction, Inc.",http://www.oliverconcreteco.com/,ChIJSZVkJWkolYARyb0idDRUevA,Visalia,CA,ok,(559) 651-0805; (559) 651-0164,,,,"Visalia, CA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/OliverConcreteCo/"", ""instagram"": ""https://www.instagram.com/oliverconcretecompany/?hl=en""}",False,True,"Oliver Concrete Company | Visalia, CA 93277",Welcome!,
